Date,AGG,GLD,SPY,VNQ
2010-01-05,0.004549193769763704,-0.0009108023746454696,0.0026468964836288134,-0.00112195935773296
2010-01-06,-0.0005774692716922214,0.01649959196299955,0.0007037154704110371,-0.0017982429430738467
2010-01-07,-0.0011564936028326533,-0.006187807624317698,0.004221717335283204,0.010806316890151768
2010-01-08,0.0005796939797924061,0.0049630306196752905,0.0033271381897233,-0.007349989775902954
2010-01-11,-0.000773106679728297,0.01328899785435711,0.0013968521683414004,0.005834140202939597
2010-01-12,0.006372869950473037,-0.020912721685971136,-0.009325952659912207,-0.01673022778596156
2010-01-13,-0.004222301449644639,0.00950315025847348,0.008445815000792,0.020190738191468105
2010-01-14,0.0026017145769197114,0.004393023666376061,0.002704620775684674,-0.0008898787232566319
2010-01-15,0.0019221130591766666,-0.01044361493969348,-0.011223842494644143,-0.007567115052831697
2010-01-19,-0.0016303306403259166,0.005953418988644765,0.012495349340178485,0.02040795363605774
2010-01-20,0.0025934404762457675,-0.02313481240425197,-0.010168705358038599,-0.011208706031572535
2010-01-21,0.0002870470751690224,-0.01441159959280014,-0.0192288678384005,-0.02867278633510395
2010-01-22,0.0005743703809211187,-0.001862760291706178,-0.022291930445364816,-0.025171700300051225
2010-01-25,-9.563671797696571e-05,0.002892648999579084,0.005127684409574229,0.007041934596306643
2010-01-26,0.0012450491143722875,0.0007442705541653716,-0.004190489520148555,-0.00932372482139332
2010-01-27,-0.0007656461389786706,-0.009576039444736728,0.004757045395332948,0.008941207245451777
2010-01-28,-0.0008606214052204741,-0.0004693083914030227,-0.011472046478567144,-0.008628596809755362
2010-01-29,0.00229891468739174,-0.004883586176437471,-0.01086876183415797,-0.005645963711398805
2010-02-01,-0.0013715659024163829,0.02255567582388429,0.015550729825219545,0.018216459285211206
2010-02-02,0.0011526360630373933,0.007198881313165595,0.012103500789173882,0.01370834863085002
2010-02-03,-0.0018218975763988343,-0.003940257637661704,-0.0049828234245855585,-0.016273405815104947
2010-02-04,0.0024011567165824754,-0.03983435439949368,-0.030865774926716383,-0.03704580419891357
2010-02-05,0.00038336594197629914,0.002970178695371306,0.0020669829776980286,0.01838830756645282
2010-02-08,0.0019160951442620533,-0.006113864996012963,-0.007219139737139391,-0.021857792405752807
2010-02-09,-0.0018166720962807803,0.01316803858637372,0.012559802007420462,-0.0031573421183556105
2010-02-10,-0.00229854414914632,-0.002751170718643947,-0.0019584883215614246,0.0019494265141790645
2010-02-11,-0.001632193881591415,0.019120951810489784,0.010466396179567461,0.009484383878741287
2010-02-12,0.00019218099168916147,-0.0008400666498453724,-0.0008321816173448848,0.01180411256876801
2010-02-16,0.0024998582634192523,0.02410315591356116,0.015734763272669428,0.028333361009569513
2010-02-17,-0.0030689494231237457,-0.0033753214496573536,0.0047383138051664275,0.009029580224501954
2010-02-18,-0.00038550318208430134,0.006681952923877299,0.005895417236543299,0.014915291051605717
2010-02-19,0.0007706412618555536,-0.004637226047132237,0.0020737536413395485,0.0006782812857439868
2010-02-22,-0.0017312837557857952,-0.0036539830220012615,0.00018005181864122477,0.0024855808090111786
2010-02-23,0.0035644981991294067,-0.010818743086801086,-0.012144825566637207,-0.007662852327802394
2010-02-24,0.0010559487664978384,-0.004912399502225995,0.009197834177157471,0.010220195175647317
2010-02-25,0.0020134157312419187,0.008848704758209536,-0.0013536056397324137,0.0038217564196825204
2010-02-26,0.00019113332400166883,0.010340714355349556,0.0006320833829023265,-0.0004474677660789572
2010-03-01,0.0014680756387692728,0.0,0.010384781101293372,0.008514245765579354
2010-03-02,0.0003831677561263458,0.01452980291927708,0.002770971106668574,0.00044411997792126456
2010-03-03,0.0,0.005494511158316229,0.0008912148267095077,-0.0026646927859111935
2010-03-04,0.0018205548830410034,-0.007166491463286184,0.0030272886874307403,0.00623453785473127
2010-03-05,-0.0019123902811597482,-0.0001804951017815304,0.01429350831090348,0.027218448856624944
2010-03-08,0.0006698027856477662,-0.008392747276111279,0.00017497417520595526,0.0101245508042076
2010-03-09,0.0011491697946275359,-0.0014560978951050352,0.0016626255261982248,0.0023460945266526867
2010-03-10,-0.0006685861311852559,-0.011392635673468599,0.004455990128528153,0.008936432659004678
2010-03-11,0.0,0.0011984627266063974,0.00417501021305311,0.0059046095379924335
2010-03-12,9.543549118951056e-05,-0.0059852811695370045,8.635942793899787e-05,0.007966921573822283
2010-03-15,0.00124360714358418,0.003798088686431056,0.0002601909731894114,-0.002288097986163473
2010-03-16,0.0018153305313697299,0.01882614344810607,0.007965882997241769,0.02418171946581138
2010-03-17,0.000763263253707569,-0.0073370034129791595,0.005927499990473928,0.014858371184756303
2010-03-18,-0.0008579617597613831,0.006843690346403308,-0.0005126633000485104,-0.005415091857946086
2010-03-19,-0.000763226930006744,-0.018669545286964517,-0.005061475353354994,-0.010889009518699644
2010-03-22,0.0007638098902844614,-0.004894706180937014,0.0053458144610212255,0.012639823497902825
2010-03-23,0.00019116134115382266,0.005290020369598247,0.007033592032545277,-0.002818708275883708
2010-03-24,-0.005055643827143297,-0.018648418101527398,-0.004854922257196859,0.005451451287076692
2010-03-25,-0.002586936311522625,0.004515481785126063,-0.0016261738633774891,0.0024477117761900757
2010-03-26,0.0016326535996482594,0.016950717168810137,-0.0005999747650837772,-0.005246637488175332
2010-03-29,-0.0011504989354894635,0.0014734659499526792,0.006347566809115968,0.0030428683972869575
2010-03-30,0.0003836849933021025,-0.007172402568247138,0.0006816961586257886,-0.0014157067590158112
2010-03-31,0.000576295252961545,0.009076555677125953,-0.003407270554197317,-0.011343175549218487
2010-04-01,-0.00037552325999412606,0.012023912112733903,0.006837667857906959,0.005121910501546534
2010-04-05,-0.00616304732404227,0.0057137424379838375,0.00814966550516405,0.022014124780028732
2010-04-06,0.0012601639041767143,0.0012625069025071767,0.0023576826690498986,0.022935883793445466
2010-04-07,0.004257425250901781,0.013149591106227154,-0.005712802789469729,-0.022031630192372087
2010-04-08,-0.0009638043183839429,0.0014223812352023302,0.003464374546033433,0.001196132826564611
2010-04-09,0.0010616365129045846,0.008788263207809122,0.006567465058910038,0.014137705506232834
2010-04-12,0.0023126427547082162,-0.0055437984583037725,0.0015890590237759294,-0.006283536034697335
2010-04-13,0.0016331364682946603,-0.002831605068359111,0.0007518489346249879,0.02450110887378032
2010-04-14,-0.0011512251754417502,0.0030170940680156466,0.011349274206960525,0.0015431278734379106
2010-04-15,0.0018256318848108855,0.005485293756329668,0.0008253648716658457,-0.027344404911725184
2010-04-16,0.001535211598793218,-0.021205487283346813,-0.01591252304861157,-0.022965678782555066
2010-04-19,-0.0018200576975871963,-0.0008090285834133626,0.0037699509006372534,0.004457807017439697
2010-04-20,0.0016319256602450594,0.002789001838399141,0.008930773350369847,0.016945665706948887
2010-04-21,0.0017231978672846981,0.00762604056256011,-0.001819745526320471,0.017457240786906025
2010-04-22,-0.0020076478812625087,-0.004184856476894816,0.002983299960435115,0.015402272130421224
2010-04-23,-0.0012460373717253503,0.012070870419532032,0.006528158204240908,0.013249043342506317
2010-04-26,-9.58255607245162e-05,-0.0038872906786446837,-0.0037762161680999773,0.007958871376329002
2010-04-27,0.003166266170061771,0.016674033289738155,-0.023651100474858744,-0.03196082210944795
2010-04-28,-0.0015294977129510778,-0.0027915877387381105,0.0075964991042356544,0.0031072977552555336
2010-04-29,0.0003823867486445476,-0.0002624335573229164,0.012397292986198183,0.0451112207473634
2010-04-30,0.004309022897641235,0.009450488647102961,-0.0169618198936482,-0.03112226333664314
