Date,Unconstrained,Constrained
2010-06-17,1.0358856915374373,1.0359974048593776
2010-06-18,1.0357983679259248,1.0360217807724994
2010-06-21,1.0347308960231094,1.0347019741451677
2010-06-22,1.0308563519058105,1.030711957156314
2010-06-23,1.0311777202425787,1.0309141179511156
2010-06-24,1.0256403528205964,1.0252460328544255
2010-06-25,1.0287776308540744,1.0285061651549943
2010-06-28,1.0279249361738043,1.027462214504265
2010-06-29,1.0202420142374595,1.0194136215433467
2010-06-30,1.017597712538571,1.0167007144064295
2010-07-01,1.0129567907076773,1.0116899808531934
2010-07-02,1.0113354140130304,1.0101503263950544
2010-07-06,1.0140240629105615,1.012697369809993
2010-07-07,1.023767200461592,1.0228711610378465
2010-07-08,1.0264046797628488,1.0255740521599794
2010-07-09,1.0285560391506703,1.0279185964290536
2010-07-12,1.0288072938411934,1.0280774835981978
2010-07-13,1.0326180512842944,1.0321710789159924
2010-07-14,1.0347077084173602,1.0341883413516368
2010-07-15,1.03564668115585,1.0350969349666383
2010-07-16,1.0278745790478319,1.026858338936666
2010-07-19,1.028513954517735,1.0275051074788355
2010-07-20,1.0321434744533333,1.0313331779136508
2010-07-21,1.0303081067646513,1.0292150961330029
2010-07-22,1.0374234161388236,1.0366539029016109
2010-07-23,1.038527818233546,1.0378245681575484
2010-07-26,1.0413302436283611,1.040694859075816
2010-07-27,1.0396965797916102,1.0389108442702777
2010-07-28,1.0390301457627662,1.0381612742826911
2010-07-29,1.0384310262952463,1.0375332342812704
2010-07-30,1.0402697144280673,1.0394304546339892
2010-08-02,1.046610645627325,1.0460367827572754
2010-08-03,1.0458081902050853,1.0452061411405449
2010-08-04,1.0472969066262003,1.0468576499243125
2010-08-05,1.0479182056954235,1.04746362049874
2010-08-06,1.0484603113833393,1.0479901856545528
2010-08-09,1.049876352158095,1.0494286847488932
2010-08-10,1.0494527911674953,1.0489398728663768
2010-08-11,1.041000315521138,1.0401490362538401
2010-08-12,1.0389904708904745,1.0382170932786996
2010-08-13,1.0395268931451935,1.0386739864866816
2010-08-16,1.042178741612941,1.0413286299087248
2010-08-17,1.0453319097856504,1.0446351395149174
2010-08-18,1.0455065899492946,1.0448868302045087
2010-08-19,1.0421528989646907,1.0412981747775136
2010-08-20,1.039953776914267,1.0390619372888237
2010-08-23,1.0392710782957975,1.0383050286334903
2010-08-24,1.0374855164391326,1.036329455167703
2010-08-25,1.0378922052390693,1.0368968983988909
2010-08-26,1.0363364509335558,1.035216532782215
2010-08-27,1.037736184869871,1.0368905215245807
2010-08-30,1.0374063408056138,1.0362672538455362
2010-08-31,1.0386347421318411,1.037567229235531
2010-09-01,1.0465095543807967,1.0457641856715785
2010-09-02,1.0490408226055024,1.0484636730511532
2010-09-03,1.05142372102012,1.0509979688698659
2010-09-07,1.0502145570544823,1.0496742065914442
2010-09-08,1.0519954797008844,1.0515449837533177
2010-09-09,1.0496106020960398,1.0492205403670454
2010-09-10,1.0499541557043968,1.049673292805727
2010-09-13,1.054903732797188,1.0546882490210754
2010-09-14,1.0586356520810247,1.0585217287061435
2010-09-15,1.0586073213983118,1.058565813994224
2010-09-16,1.0578729404712894,1.0579133415888833
2010-09-17,1.0587870124474348,1.05879880553108
2010-09-20,1.064190403881703,1.0643847247734843
2010-09-21,1.0670748905085898,1.0672465865125425
2010-09-22,1.065776111436411,1.0659024319533834
2010-09-23,1.0639270270765102,1.0639498000130838
2010-09-24,1.0684553309433271,1.0688052705161681
2010-09-27,1.0691725175804079,1.0694033362164719
2010-09-28,1.072620812446181,1.072925190276519
2010-09-29,1.0716239376985066,1.0719311590601308
2010-09-30,1.0703808987006178,1.0706597877544408
2010-10-01,1.0716241246984546,1.072045626105466
2010-10-04,1.0699867246138208,1.0702590338690092
2010-10-05,1.0781600042455053,1.078838189791357
2010-10-06,1.079317153914631,1.0800332250576719
2010-10-07,1.0783378311594956,1.0789277517488791
2010-10-08,1.0823428303928084,1.0830484062912291
2010-10-11,1.0826767022047663,1.0834493693682874
2010-10-12,1.0828164915576444,1.0836206516535882
2010-10-13,1.0866343083918693,1.0876802284888856
2010-10-14,1.0832773739536008,1.0844005599256605
2010-10-15,1.0819427776347776,1.0830539413869744
2010-10-18,1.0862948418520881,1.087435233269957
2010-10-19,1.0799588866634169,1.080635762056653
2010-10-20,1.0847409116794517,1.0855916679418072
2010-10-21,1.083269854092997,1.0840428911532836
2010-10-22,1.0843597501771485,1.0851636947666519
2010-10-25,1.0861075665054702,1.0870253112490154
2010-10-26,1.0846335709484844,1.0856015194246662
2010-10-27,1.0815319556926108,1.0824069762645046
2010-10-28,1.0843433243095784,1.0852964774599154
2010-10-29,1.0868796487503332,1.087899243717378
2010-11-01,1.086285567375809,1.0872667236375142
2010-11-02,1.090453660862999,1.0915314825063995
2010-11-03,1.0910981045544166,1.0921591644563802
2010-11-04,1.103548485851939,1.1050599050954495
2010-11-05,1.103150643998452,1.1047863840387193
2010-11-08,1.103057647092174,1.1047804989069083
2010-11-09,1.0959808963866196,1.097560717857944
2010-11-10,1.0977709972865404,1.0995322406481816
2010-11-11,1.0966965627392251,1.0984449944181696
2010-11-12,1.0876404374463544,1.0890484374837877
2010-11-15,1.0826971764478721,1.0841060671412976
2010-11-16,1.0782757621874905,1.0793530065047876
2010-11-17,1.0782645821830934,1.0792993281159744
2010-11-18,1.083994634619935,1.0853262613617394
2010-11-19,1.0857265336744677,1.0870756455448127
2010-11-22,1.0878708940474044,1.0892552438803083
2010-11-23,1.0843156546861394,1.085579349832061
2010-11-24,1.0858322621559697,1.0873446953586547
2010-11-26,1.0826935145757934,1.0839543494842012
2010-11-29,1.0843782615763784,1.08568963472794
2010-11-30,1.083246543619332,1.084642824404761
2010-12-01,1.0867688143485148,1.088509677575146
2010-12-02,1.0895861434798968,1.0915021270076761
2010-12-03,1.0935613924767322,1.0956752983959805
2010-12-06,1.0963127128843186,1.0984158479640747
2010-12-07,1.0896729158152658,1.0917520354512382
2010-12-08,1.0866143242900728,1.0887089640831156
2010-12-09,1.0894734220548625,1.0916205169649955
2010-12-10,1.090157099585,1.0924124307289913
2010-12-13,1.0912081851904156,1.0935040911921303
2010-12-14,1.0877995586360638,1.0902231626325618
2010-12-15,1.0842317656645801,1.086528729421162
2010-12-16,1.0868979292631724,1.0891631212166824
2010-12-17,1.0911514535170699,1.0933529390345498
2010-12-20,1.0929626124389042,1.0952455490723287
2010-12-21,1.0964920872388557,1.0988288768424703
2010-12-22,1.0965990365230107,1.0989755058619015
2010-12-23,1.0945944971724078,1.0969623316591812
2010-12-27,1.0968779567163087,1.0992215883578638
2010-12-28,1.0947328037136752,1.0973657002711008
2010-12-29,1.1000574730349688,1.1025984511546865
2010-12-30,1.0985974735383355,1.1010855966982989
2010-12-31,1.1024747458828745,1.1050075165323587
2011-01-03,1.1047530499081533,1.1073815922306762
2011-01-04,1.1028009150256843,1.1051854629529259
2011-01-05,1.1010243241270443,1.1035375763987247
2011-01-06,1.100160951825379,1.1026075546141134
2011-01-07,1.101547050759828,1.1038892014293233
2011-01-10,1.1032687204590486,1.1055837355175449
2011-01-11,1.1035983306249277,1.1060523358925058
2011-01-12,1.1069172461064605,1.1095219112303565
2011-01-13,1.107962288648766,1.1103747024713762
2011-01-14,1.108145016282248,1.1105855681941315
2011-01-18,1.1087332649853388,1.1112622853818441
2011-01-19,1.1057206485833189,1.108148507600634
2011-01-20,1.1011123530089013,1.1034125710634122
2011-01-21,1.1039033715991582,1.1061570243826695
2011-01-24,1.1050082759504236,1.1072911247913042
2011-01-25,1.1071635820720322,1.1093722481722812
2011-01-26,1.1068886410033858,1.109288785867082
2011-01-27,1.1068380607568393,1.1089923123342988
2011-01-28,1.1034337123907663,1.1055310558012856
2011-01-31,1.104417340436281,1.1066107148516526
2011-02-01,1.108964490103828,1.1114615175762759
2011-02-02,1.1073096472177444,1.1097793258854431
2011-02-03,1.106635757960438,1.1093368493627729
2011-02-04,1.1049603349582564,1.107720208223626
2011-02-07,1.1073473296320466,1.110177369132743
2011-02-08,1.1078402701141008,1.1108908169605345
2011-02-09,1.108282733793946,1.111265303618694
2011-02-10,1.1062973780440204,1.1093234727703665
2011-02-11,1.1106864796342188,1.113670836089352
2011-02-14,1.1122313658024061,1.1152832989556931
2011-02-15,1.1126613256943958,1.1157267955920098
2011-02-16,1.1148909337493342,1.1180439910664624
2011-02-17,1.118149478997341,1.1213635170222371
2011-02-18,1.1188286760847421,1.122103442629693
2011-02-22,1.1150257278843616,1.1180456188087764
2011-02-23,1.114209117997033,1.117227632782926
2011-02-24,1.1134769095107175,1.1164087026858904
2011-02-25,1.1195049339579008,1.1225824599177268
2011-02-28,1.1231119033516734,1.126250051623605
2011-03-01,1.1182837962238983,1.1214026291624792
2011-03-02,1.1178310646534697,1.120999756370692
2011-03-03,1.1201800514402709,1.1234997221783334
2011-03-04,1.1202378175112637,1.1235040764820345
2011-03-07,1.1181035102002959,1.1212892546058646
2011-03-08,1.1203502877560987,1.1236337026573424
2011-03-09,1.1215406521078843,1.124763966020926
2011-03-10,1.116641920217852,1.1194483208556847
2011-03-11,1.1194119781701348,1.1223324222486806
2011-03-14,1.1181299234562148,1.1210109567690614
2011-03-15,1.1129041154486765,1.1154502667602881
2011-03-16,1.108541271063128,1.1108043545402393
2011-03-17,1.1130214418480155,1.115509642309547
2011-03-18,1.1148563936486087,1.117497434102843
2011-03-21,1.1189770394500886,1.1219089400414801
2011-03-22,1.117801684965509,1.12068240182731
2011-03-23,1.1192335266017288,1.1222513158089373
2011-03-24,1.1199312620118673,1.123040916871602
2011-03-25,1.120409207823168,1.123576248093134
2011-03-28,1.11880842693465,1.121902459800715
2011-03-29,1.1200500607480535,1.1232275335131752
2011-03-30,1.1238815593484206,1.1271452618205693
2011-03-31,1.123349446778853,1.1267045570340806
2011-04-01,1.1253487193165692,1.128683034456573
2011-04-04,1.127150928997387,1.1305107080060786
2011-04-05,1.1269819883638523,1.1305399264407814
2011-04-06,1.126204367184195,1.1298823861130116
2011-04-07,1.1264725518572298,1.1300983305341339
2011-04-08,1.1246381747287417,1.1283384694804333
2011-04-11,1.1236667620064111,1.1272389419279452
2011-04-12,1.1231463952179628,1.1264783585226414
2011-04-13,1.1240206494727099,1.127352115412496
2011-04-14,1.124760889193594,1.1282557699403046
2011-04-15,1.1292639415552905,1.1328223701945765
2011-04-18,1.1271037519725038,1.1305488617041972
2011-04-19,1.1304702425145,1.133949462265798
2011-04-20,1.1345225058878707,1.138241184916871
2011-04-21,1.1368999158777437,1.1406877737428849
2011-04-25,1.1370108649523256,1.1407834559570595
2011-04-26,1.1423097873745423,1.1460875459235984
2011-04-27,1.145649300194829,1.1497252562828721
2011-04-28,1.148813884677993,1.152929566258608
2011-04-29,1.151714963336488,1.1560211846456192
2011-05-02,1.1504325169256107,1.1545746973775521
2011-05-03,1.1490638859592364,1.1531170689497163
2011-05-04,1.1468307823744155,1.1506127929081045
2011-05-05,1.1427664890664766,1.1460905892532118
2011-05-06,1.1453416703257178,1.1488543330134515
2011-05-09,1.148731825933282,1.1524191539608317
2011-05-10,1.1507695541239307,1.154638198654147
2011-05-11,1.147539479464765,1.151141625464753
2011-05-12,1.1481744794971676,1.1518707094510314
2011-05-13,1.1460385214019122,1.149536765766569
2011-05-16,1.14519038948415,1.148546792556622
2011-05-17,1.1455585037338103,1.1488464969856942
2011-05-18,1.148076112742616,1.1515702047183636
2011-05-19,1.1484098732346244,1.1519527636048141
2011-05-20,1.1473790739686338,1.1509316062895776
2011-05-23,1.1441066910109454,1.1475174156964316
2011-05-24,1.14452312457221,1.1479685832055249
2011-05-25,1.145551591015375,1.149042660942912
2011-05-26,1.148479376525422,1.1519624955441692
2011-05-27,1.1513514264420504,1.1549682919598132
2011-05-31,1.155180099804449,1.1589217488751966
2011-06-01,1.1504950267443406,1.1538788783631715
2011-06-02,1.1470385874365752,1.1504595514108094
2011-06-03,1.1448952178530545,1.1482126722693375
2011-06-06,1.1414734580822328,1.1446700859551708
2011-06-07,1.1426705089661369,1.1458148572215254
2011-06-08,1.1414505309484149,1.1444838586310717
2011-06-09,1.1434945248169202,1.1467046382984991
2011-06-10,1.1378098750036085,1.1407554782507672
2011-06-13,1.1363207453922164,1.1392018866735363
2011-06-14,1.1393488805423366,1.1425041008928485
2011-06-15,1.135192566769613,1.1381041797008162
2011-06-16,1.136329635147222,1.139245784466657
2011-06-17,1.1385795918157997,1.1415807696465194
2011-06-20,1.1394934723683414,1.142590871544023
2011-06-21,1.1453419163131173,1.14864352377834
2011-06-22,1.1429019894321584,1.1461552677127878
2011-06-23,1.1426916313316244,1.1456646743053636
2011-06-24,1.136770433912742,1.1394723132642428
2011-06-27,1.1383148612743024,1.141126297937007
2011-06-28,1.140337334289877,1.1434272401945085
2011-06-29,1.1417650273953195,1.1450876124400597
2011-06-30,1.1442797602145398,1.1476456938711845
2011-07-01,1.149044064042458,1.15251708776837
2011-07-05,1.1531088448206,1.1566874304337413
2011-07-06,1.1546846731935871,1.1583573420226476
2011-07-07,1.1564813506079563,1.1603603756532974
2011-07-08,1.158310693985714,1.1620729237152962
2011-07-11,1.1546274730571806,1.1581937311177457
2011-07-12,1.1543795616472727,1.1579540675186002
2011-07-13,1.1577371758453396,1.1614093313711058
2011-07-14,1.1537242557175844,1.1573831246725703
2011-07-15,1.1571400343023237,1.1608908486323795
2011-07-18,1.1539432000261975,1.157708304997289
2011-07-19,1.160137534489222,1.163944965661594
2011-07-20,1.159559312834512,1.1634815970217784
2011-07-21,1.162674256525497,1.1667295826519692
2011-07-22,1.1651841890620316,1.1692935827340176
2011-07-25,1.161806517093699,1.1659807884331186
2011-07-26,1.16239605379695,1.1665041977122708
2011-07-27,1.153592837842915,1.1574254109053324
2011-07-28,1.1540354446161596,1.1578005346056022
2011-07-29,1.1564127948093597,1.1600364658257865
2011-08-01,1.1563202588027295,1.1598039263560112
2011-08-02,1.1524333601121926,1.155752492409236
2011-08-03,1.1550489153408838,1.1584155458026568
2011-08-04,1.1418655833285742,1.1444690970965699
2011-08-05,1.1372809929560328,1.1400681685539173
2011-08-08,1.1178084762114253,1.1201088906883385
2011-08-09,1.13852661784385,1.1413639999283525
2011-08-10,1.1319290202714871,1.134410593268382
2011-08-11,1.1368746699704946,1.1399378184346078
2011-08-12,1.14192840845121,1.1449430366424544
2011-08-15,1.1513439124454918,1.154704685809712
2011-08-16,1.1509068691347346,1.1542437553984795
2011-08-17,1.1525611823582878,1.1559037774883159
2011-08-18,1.140050865220344,1.143006415343396
2011-08-19,1.135758226195484,1.1386269651605718
2011-08-22,1.1373481686311704,1.1405133659511681
2011-08-23,1.1439121989016754,1.1471579514443946
2011-08-24,1.1419126609023538,1.1451021254582008
2011-08-25,1.1383739603301892,1.141372638971743
2011-08-26,1.1469422679768588,1.1503981332865905
2011-08-29,1.154496291869554,1.1581345197423727
2011-08-30,1.1602568521696461,1.1641784598411145
2011-08-31,1.1605023359590785,1.1644195451256978
2011-09-01,1.159174163786384,1.1628998149449508
2011-09-02,1.1549170473402899,1.1585648908078396
2011-09-06,1.1540646245473338,1.1575467894434335
2011-09-07,1.1595644007526773,1.1631277251544943
2011-09-08,1.1584104642527475,1.1621113174818403
2011-09-09,1.1495732552095725,1.1528427943109785
2011-09-12,1.1484937556018888,1.1516561028461447
2011-09-13,1.152888865583923,1.1562694910591982
2011-09-14,1.1572507429408512,1.1607287530889152
2011-09-15,1.1598894491239164,1.1634837178933755
2011-09-16,1.1638522726121177,1.167591781201143
2011-09-19,1.1605283588137372,1.1639329436790236
2011-09-20,1.1627975819934044,1.1662954186668244
2011-09-21,1.15240854543812,1.1553614115480104
2011-09-22,1.1408150650805446,1.1430300070968522
2011-09-23,1.1345797070000387,1.1364194863223618
2011-09-26,1.1400475948326594,1.1420837099603602
2011-09-27,1.1446460265427094,1.1470429126370254
2011-09-28,1.1345518388696259,1.1364317347435413
2011-09-29,1.137847340087529,1.1399261054304657
2011-09-30,1.131982474428465,1.133701420255848
2011-10-03,1.1265623934190863,1.128036856495095
2011-10-04,1.1302131163464006,1.1318082363105308
2011-10-05,1.1352408099532265,1.1372430804687337
2011-10-06,1.140918613075371,1.1432404912770529
2011-10-07,1.1364611881582665,1.1386580016510872
2011-10-10,1.1488653890771734,1.1517736192898487
2011-10-11,1.1502935170606383,1.1530932722766494
2011-10-12,1.152630518004253,1.1556531643298966
2011-10-13,1.1518118054341688,1.1547376074182507
2011-10-14,1.157243126821333,1.160488686837034
2011-10-17,1.1528999911861253,1.1557719782087283
2011-10-18,1.1585889483686234,1.1616817153016554
2011-10-19,1.154386870862168,1.1571725985219794
2011-10-20,1.1543963382678246,1.157113460072886
2011-10-21,1.1624543475887401,1.1655147422190755
2011-10-24,1.1665172518804874,1.169864142261379
2011-10-25,1.1657795350692888,1.169067501805416
2011-10-26,1.1683889667015808,1.1719774225753614
2011-10-27,1.179188419905211,1.183443497451676
2011-10-28,1.1820185550071962,1.1861969585080843
2011-10-31,1.1755843661180703,1.1792022875666863
2011-11-01,1.1690764346532094,1.1722334996909713
2011-11-02,1.1757904910777357,1.1792635846267683
2011-11-03,1.1821528266919672,1.1860745833731534
2011-11-04,1.1792976059478195,1.1830897441464643
2011-11-07,1.184284082794484,1.1883981924670879
2011-11-08,1.1871911557531805,1.1914160746660443
2011-11-09,1.1743126044177048,1.1779159792816867
2011-11-10,1.1758294125503341,1.1795379001736217
2011-11-11,1.183194890423282,1.1873492119249158
2011-11-14,1.1799787552844543,1.183943200245869
2011-11-15,1.1809129793666924,1.1849784468902405
2011-11-16,1.1739703646153923,1.1777178510760264
2011-11-17,1.165599899629182,1.1688780024476593
2011-11-18,1.1653622174626581,1.1686626553085155
2011-11-21,1.1562957602659445,1.1590972074336672
2011-11-22,1.156394983499614,1.159245869698841
2011-11-23,1.1489933124716167,1.1515152158538224
2011-11-25,1.1466076399593128,1.1490448607454655
2011-11-28,1.1584046805278143,1.1614069641278184
2011-11-29,1.159803206882347,1.1628499786152744
2011-11-30,1.1742620316741492,1.178089299111045
2011-12-01,1.1741987995355747,1.1779859754123463
2011-12-02,1.175851542536137,1.1795875724832032
2011-12-05,1.1792625087261708,1.1829648941171516
2011-12-06,1.1791655849997031,1.1829449441737543
2011-12-07,1.1824892542831875,1.1863579813173006
2011-12-08,1.1734968788894327,1.176839002701572
2011-12-09,1.1794003936935884,1.183001256220531
2011-12-12,1.1719820684998283,1.1751045707501053
2011-12-13,1.1681648724516975,1.1708966317057434
2011-12-14,1.1630535423122605,1.1652335238967595
2011-12-15,1.162511673669299,1.1647426603044735
2011-12-16,1.1671333629164748,1.1695096199003423
2011-12-19,1.1638368894704378,1.1660328883563775
2011-12-20,1.1748171311408915,1.1775628912855423
2011-12-21,1.1737634292486023,1.1765985287429093
2011-12-22,1.1774372316641446,1.180280193585043
2011-12-23,1.1799473182953566,1.1829483951696362
2011-12-27,1.1807540414540776,1.1836340492373585
2011-12-28,1.175050810982352,1.1774612210512718
2011-12-29,1.1800758569488368,1.1825214477527741
2011-12-30,1.178351724756291,1.1808757711806828
2012-01-03,1.1849336569486595,1.187974672808879
2012-01-04,1.1849542722121071,1.1880974764741559
2012-01-05,1.1875300023555893,1.1907523188078495
2012-01-06,1.1868660583523825,1.1899986595877798
2012-01-09,1.1867486001179777,1.189882653741043
2012-01-10,1.1909166375654547,1.1943150060805265
2012-01-11,1.1943101961122624,1.1977122369069158
2012-01-12,1.1949837967595969,1.1984820099843985
2012-01-13,1.194141231528292,1.1974492928457916
2012-01-17,1.196459082665641,1.199896112165126
2012-01-18,1.2001840268261228,1.2038677065603018
2012-01-19,1.2006960738964958,1.2044587466707042
2012-01-20,1.2006541823768981,1.2045758117579113
2012-01-23,1.1997089766545403,1.2036850179490413
2012-01-24,1.19926175659598,1.2031297424514789
2012-01-25,1.2058694493916606,1.2101137487246192
2012-01-26,1.2059333078792889,1.2101224744948103
2012-01-27,1.2079068833450517,1.2121670266644557
2012-01-30,1.2083041468114728,1.21239823297579
2012-01-31,1.210138537237549,1.2142752452723724
2012-02-01,1.2121944759217733,1.2165029691624334
2012-02-02,1.2137887144584671,1.2182094313640244
2012-02-03,1.2168268624234184,1.2212320849183245
2012-02-06,1.2168717384491885,1.2212228514035186
2012-02-07,1.2184456326264863,1.2230172656009208
2012-02-08,1.2182880824305293,1.2228397341204098
2012-02-09,1.2172657879887934,1.2218367275597244
2012-02-10,1.2150612404315015,1.2194444394419883
2012-02-13,1.218300669216536,1.2228034725752859
2012-02-14,1.2182333275395052,1.2226765359796943
2012-02-15,1.216768885161275,1.2212199799294956
2012-02-16,1.2206914473670163,1.2252923160756666
2012-02-17,1.2203662623495348,1.224987133013936
2012-02-21,1.2213831885267488,1.226283123351896
2012-02-22,1.2233394787647367,1.2282614651505381
2012-02-23,1.2256490140449539,1.2306216549672613
2012-02-24,1.2262557461171253,1.2312032065534364
2012-02-27,1.229002970518895,1.2338758861796661
2012-02-28,1.2305153206689061,1.235559900128478
2012-02-29,1.2233660111650546,1.2277842210115855
2012-03-01,1.2250773167832536,1.2297646654707188
2012-03-02,1.2254355685273963,1.230017930494554
2012-03-05,1.2224268233472901,1.2269359361281829
2012-03-06,1.21682913381502,1.2208975970157618
2012-03-07,1.2192673294298102,1.2235126657172612
2012-03-08,1.2221943110900328,1.226734121175216
2012-03-09,1.2241153070235602,1.2287860633676986
2012-03-12,1.2241031186954419,1.2286693785366176
2012-03-13,1.226759303646748,1.2314602590996115
2012-03-14,1.2206582403295299,1.2252691630932808
2012-03-15,1.2233438581767977,1.2281490193671545
2012-03-16,1.2240567930706558,1.2288946136982617
2012-03-19,1.2232627284488582,1.2282404135672922
2012-03-20,1.2224531145110553,1.227260153479778
2012-03-21,1.2236909291600824,1.2284322527938096
2012-03-22,1.2213205343129012,1.2258982232213818
2012-03-23,1.2253844922164054,1.2300960620731274
2012-03-26,1.2317300422302755,1.2368497986414286
2012-03-27,1.2307394270745404,1.2357141591084455
2012-03-28,1.2277516294380268,1.2325418596982463
2012-03-29,1.2290564261453272,1.2337511477207166
2012-03-30,1.2299177486716544,1.2347599622345247
2012-04-02,1.2332268277699934,1.238226007411452
2012-04-03,1.226673206089156,1.2314926866255365
2012-04-04,1.223007137342118,1.2274585715162818
